EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-3819156,Fog,Severe,2016-03-01 10:35:00+00:00,2016-03-01 13:05:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819157,Fog,Moderate,2016-03-01 16:47:00+00:00,2016-03-02 03:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819158,Fog,Severe,2016-03-02 13:56:00+00:00,2016-03-02 16:30:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819159,Fog,Severe,2016-03-02 17:56:00+00:00,2016-03-02 18:30:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819160,Fog,Moderate,2016-03-02 18:30:00+00:00,2016-03-02 23:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819161,Fog,Moderate,2016-03-03 16:47:00+00:00,2016-03-03 20:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819162,Fog,Moderate,2016-03-04 12:47:00+00:00,2016-03-04 21:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819163,Rain,Light,2016-03-05 21:36:00+00:00,2016-03-05 21:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819164,Rain,Light,2016-03-06 06:24:00+00:00,2016-03-06 06:47:00+00:00,0.03,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819165,Rain,Light,2016-03-06 09:03:00+00:00,2016-03-06 11:35:00+00:00,0.23,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819166,Rain,Moderate,2016-03-06 11:35:00+00:00,2016-03-06 11:50:00+00:00,0.62,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819167,Rain,Light,2016-03-06 11:50:00+00:00,2016-03-06 12:02:00+00:00,0.06,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819168,Rain,Moderate,2016-03-06 12:02:00+00:00,2016-03-06 13:00:00+00:00,0.52,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819169,Rain,Light,2016-03-06 13:00:00+00:00,2016-03-06 13:12:00+00:00,0.04,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819170,Rain,Moderate,2016-03-06 13:12:00+00:00,2016-03-06 13:55:00+00:00,0.82,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819171,Rain,Light,2016-03-06 13:55:00+00:00,2016-03-06 14:47:00+00:00,0.02,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819172,Rain,Light,2016-03-07 13:28:00+00:00,2016-03-07 13:32:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819173,Rain,Light,2016-03-07 13:38:00+00:00,2016-03-07 14:30:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819174,Rain,Moderate,2016-03-07 14:30:00+00:00,2016-03-07 14:53:00+00:00,0.64,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819175,Rain,Light,2016-03-07 14:53:00+00:00,2016-03-07 15:47:00+00:00,0.05,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819176,Fog,Moderate,2016-03-09 14:47:00+00:00,2016-03-09 15:12:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819177,Rain,Light,2016-03-11 21:47:00+00:00,2016-03-11 22:15:00+00:00,0.17,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819178,Rain,Moderate,2016-03-11 22:15:00+00:00,2016-03-11 22:20:00+00:00,0.1,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819179,Fog,Severe,2016-03-11 22:20:00+00:00,2016-03-11 22:31:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819180,Rain,Heavy,2016-03-11 22:31:00+00:00,2016-03-11 22:51:00+00:00,1.06,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819181,Rain,Light,2016-03-11 22:51:00+00:00,2016-03-11 23:19:00+00:00,0.02,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819182,Rain,Moderate,2016-03-11 23:19:00+00:00,2016-03-12 00:47:00+00:00,0.43,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819183,Rain,Light,2016-03-14 09:32:00+00:00,2016-03-14 10:43:00+00:00,0.04,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819184,Fog,Moderate,2016-03-16 15:47:00+00:00,2016-03-16 16:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819185,Fog,Moderate,2016-03-18 11:47:00+00:00,2016-03-18 18:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819186,Fog,Moderate,2016-03-18 20:47:00+00:00,2016-03-18 22:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819187,Fog,Moderate,2016-03-19 11:47:00+00:00,2016-03-20 01:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819188,Fog,Moderate,2016-03-20 17:47:00+00:00,2016-03-20 18:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819189,Fog,Severe,2016-03-20 18:47:00+00:00,2016-03-20 20:40:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
